Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Line.TPX28148633A0,    56.5206,   -59.00,    56.5238,   121.00,          0,     0.00,          0,     0.00, 0.00416267,    82.07,    56.5206,   121.00,    56.5238,   -59.00,          0,     0.00,          0,     0.00, 0.00416267,   -97.93,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX28149184C0,    47.5892,    60.56,    47.5864,  -119.45,          0,     0.00,          0,     0.00, 0.00355542,    98.31,    47.5892,  -119.44,    47.5864,    60.55,          0,     0.00,          0,     0.00, 0.00355542,   -81.69,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX28150172A0,    38.7293,   -56.53,     38.727,   123.46,          0,     0.00,          0,     0.00, 0.00288914,   -18.57,    38.7293,   123.47,     38.727,   -56.54,          0,     0.00,          0,     0.00, 0.00288914,   161.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX28150189A0,    38.7143,   -56.53,     38.712,   123.46,          0,     0.00,          0,     0.00, 0.00288801,   -18.56,    38.7143,   123.47,     38.712,   -56.54,          0,     0.00,          0,     0.00, 0.00288801,   161.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX28150292A0,    22.0585,   -49.15,    22.0572,   130.85,          0,     0.00,          0,     0.00, 0.00164203,   -10.92,    22.0585,   130.85,    22.0572,   -49.15,          0,     0.00,          0,     0.00, 0.00164203,   169.08,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21015706A0,    22.7077,   -58.98,     22.709,   121.02,          0,     0.00,          0,     0.00, 0.00167861,    82.24,    22.7077,   121.02,     22.709,   -58.98,          0,     0.00,          0,     0.00, 0.00167861,   -97.76,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21015829A0,    37.7835,   -58.99,    37.7857,   121.01,          0,     0.00,          0,     0.00, 0.00278843,    82.16,    37.7836,   121.01,    37.7857,   -58.99,          0,     0.00,          0,     0.00, 0.00278843,   -97.84,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21031684A0,    37.7819,   -58.99,    37.7841,   121.00,          0,     0.00,          0,     0.00, 0.00278831,    82.16,    37.7819,   121.01,    37.7841,   -59.00,          0,     0.00,          0,     0.00, 0.00278831,   -97.84,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21031694B0,    32.5644,   169.87,    32.5674,   -10.13,          0,     0.00,          0,     0.00, 0.00338857,   -36.62,    32.5644,   -10.13,    32.5674,   169.87,          0,     0.00,          0,     0.00, 0.00338857,   143.38,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21148701B0,     14.572,   173.79,    14.5733,    -6.22,          0,     0.00,          0,     0.00,  0.0014806,   -33.36,     14.572,    -6.21,    14.5733,   173.78,          0,     0.00,          0,     0.00,  0.0014806,   146.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21149420A0,    37.8451,   -58.75,    37.8473,   121.25,          0,     0.00,          0,     0.00, 0.00279297,    82.41,    37.8451,   121.25,    37.8473,   -58.75,          0,     0.00,          0,     0.00, 0.00279297,   -97.59,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21197413C0,    145.219,    61.33,     145.21,  -118.68,          0,     0.00,          0,     0.00,  0.0110058,    97.58,    145.219,  -118.67,     145.21,    61.32,          0,     0.00,          0,     0.00,  0.0110058,   -82.42,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21209868A0,    37.1554,   -59.09,    37.1575,   120.90,          0,     0.00,          0,     0.00, 0.00274207,    82.06,    37.1554,   120.91,    37.1575,   -59.10,          0,     0.00,          0,     0.00, 0.00274207,   -97.94,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21236413B0,    42.9605,   169.86,    42.9645,   -10.15,          0,     0.00,          0,     0.00, 0.00446056,   -36.71,    42.9605,   -10.14,    42.9645,   169.85,          0,     0.00,          0,     0.00, 0.00446056,   143.29,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21243817A0,    22.2914,   -50.81,    22.2901,   129.19,          0,     0.00,          0,     0.00, 0.00165944,   -12.59,    22.2914,   129.19,    22.2901,   -50.81,          0,     0.00,          0,     0.00, 0.00165944,   167.41,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21248901B0,    22.2718,   169.43,    22.2739,   -10.58,          0,     0.00,          0,     0.00, 0.00231211,   -37.12,    22.2718,   -10.57,    22.2739,   169.42,          0,     0.00,          0,     0.00, 0.00231211,   142.88,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21249626B0,    13.9286,   173.03,    13.9299,    -6.98,          0,     0.00,          0,     0.00, 0.00143427,   -33.74,    13.9286,    -6.97,    13.9299,   173.02,          0,     0.00,          0,     0.00, 0.00143427,   146.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21249647B0,    23.1284,   173.04,    23.1306,    -6.96,          0,     0.00,          0,     0.00,  0.0023735,   -33.83,    23.1284,    -6.96,    23.1306,   173.04,          0,     0.00,          0,     0.00,  0.0023735,   146.17,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21249674B0,    23.1283,   173.04,    23.1304,    -6.96,          0,     0.00,          0,     0.00, 0.00237349,   -33.83,    23.1283,    -6.96,    23.1304,   173.04,          0,     0.00,          0,     0.00, 0.00237349,   146.17,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21325725C0,    26.5309,    65.81,    26.5294,  -114.19,          0,     0.00,          0,     0.00, 0.00197621,   103.93,    26.5309,  -114.19,    26.5294,    65.81,          0,     0.00,          0,     0.00, 0.00197621,   -76.07,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21357515A0,    37.9602,   -58.79,    37.9624,   121.21,          0,     0.00,          0,     0.00, 0.00280146,    82.36,    37.9602,   121.21,    37.9624,   -58.79,          0,     0.00,          0,     0.00, 0.00280146,   -97.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21357865A0,    37.9596,   -58.79,    37.9618,   121.21,          0,     0.00,          0,     0.00, 0.00280142,    82.36,    37.9596,   121.21,    37.9618,   -58.79,          0,     0.00,          0,     0.00, 0.00280142,   -97.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21357901B0,    21.5879,   169.24,      21.59,   -10.77,          0,     0.00,          0,     0.00, 0.00226315,   -37.03,    21.5879,   -10.76,      21.59,   169.23,          0,     0.00,          0,     0.00, 0.00226315,   142.97,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21357984C0,    44.4322,    62.11,    44.4296,  -117.89,          0,     0.00,          0,     0.00, 0.00331688,    99.98,    44.4322,  -117.89,    44.4296,    62.11,          0,     0.00,          0,     0.00, 0.00331688,   -80.02,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21373784A0,    73.9959,   -59.06,    74.0001,   120.94,          0,     0.00,          0,     0.00, 0.00543857,    81.94,    73.9959,   120.94,    74.0001,   -59.06,          0,     0.00,          0,     0.00, 0.00543857,   -98.06,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21380156B0,    13.6354,   169.57,    13.6367,   -10.44,          0,     0.00,          0,     0.00, 0.00141319,   -37.01,    13.6354,   -10.43,    13.6367,   169.56,          0,     0.00,          0,     0.00, 0.00141319,   142.99,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21380325B0,    21.0815,   170.53,    21.0835,    -9.47,          0,     0.00,          0,     0.00, 0.00222693,   -35.52,    21.0815,    -9.47,    21.0835,   170.53,          0,     0.00,          0,     0.00, 0.00222693,   144.48,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21380453A0,    22.4427,   -55.92,     22.444,   124.08,          0,     0.00,          0,     0.00, 0.00165902,    85.30,    22.4427,   124.08,     22.444,   -55.92,          0,     0.00,          0,     0.00, 0.00165902,   -94.70,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21380500C0,    44.2136,    62.51,     44.211,  -117.49,          0,     0.00,          0,     0.00, 0.00330038,   100.39,    44.2136,  -117.49,     44.211,    62.51,          0,     0.00,          0,     0.00, 0.00330038,   -79.61,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21380528A0,    22.1764,   -57.65,    22.1776,   122.35,          0,     0.00,          0,     0.00, 0.00163933,    83.57,    22.1764,   122.35,    22.1776,   -57.65,          0,     0.00,          0,     0.00, 0.00163933,   -96.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21380599A0,    55.2301,   -57.62,    55.2332,   122.38,          0,     0.00,          0,     0.00, 0.00406763,    83.45,    55.2301,   122.38,    55.2332,   -57.62,          0,     0.00,          0,     0.00, 0.00406763,   -96.55,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21380616A0,    37.7675,   -58.72,    37.7696,   121.28,          0,     0.00,          0,     0.00, 0.00278724,    82.44,    37.7675,   121.28,    37.7696,   -58.72,          0,     0.00,          0,     0.00, 0.00278724,   -97.56,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21381118B0,    13.6232,   169.56,    13.6245,   -10.45,          0,     0.00,          0,     0.00, 0.00141231,   -37.01,    13.6232,   -10.44,    13.6245,   169.55,          0,     0.00,          0,     0.00, 0.00141231,   142.99,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21382813A0,    57.9603,   -54.82,    57.9569,   125.18,          0,     0.00,          0,     0.00, 0.00433394,   -17.11,    57.9603,   125.18,    57.9569,   -54.82,          0,     0.00,          0,     0.00, 0.00433394,   162.89,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21382992A0,    36.8141,   -57.81,    36.8162,   122.19,          0,     0.00,          0,     0.00, 0.00271688,    83.35,    36.8141,   122.19,    36.8162,   -57.81,          0,     0.00,          0,     0.00, 0.00271688,   -96.65,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21383494B0,    22.3825,   169.48,    22.3846,   -10.53,          0,     0.00,          0,     0.00, 0.00232004,   -37.11,    22.3825,   -10.52,    22.3846,   169.47,          0,     0.00,          0,     0.00, 0.00232004,   142.89,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21383553B0,     13.481,   169.46,    13.4822,   -10.54,          0,     0.00,          0,     0.00, 0.00140209,   -37.02,     13.481,   -10.54,    13.4822,   169.46,          0,     0.00,          0,     0.00, 0.00140209,   142.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21384099A0,    58.2643,   -54.69,    58.2609,   125.31,          0,     0.00,          0,     0.00, 0.00435701,   -17.00,    58.2643,   125.31,    58.2609,   -54.69,          0,     0.00,          0,     0.00, 0.00435701,   163.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21384099B0,    52.9075,   172.78,    52.9121,    -7.23,          0,     0.00,          0,     0.00, 0.00516917,   -35.58,    52.9075,    -7.22,    52.9121,   172.77,          0,     0.00,          0,     0.00, 0.00516917,   144.42,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21384099C0,    67.2855,    67.33,    67.2815,  -112.67,          0,     0.00,          0,     0.00, 0.00503764,   104.87,    67.2855,  -112.67,    67.2815,    67.33,          0,     0.00,          0,     0.00, 0.00503764,   -75.13,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21384215A0,    22.6963,   -58.72,    22.6976,   121.28,          0,     0.00,          0,     0.00, 0.00167776,    82.49,    22.6963,   121.28,    22.6976,   -58.72,          0,     0.00,          0,     0.00, 0.00167776,   -97.51,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21385192C0,    26.8058,    65.66,    26.8043,  -114.34,          0,     0.00,          0,     0.00, 0.00199682,   103.77,    26.8058,  -114.34,    26.8043,    65.66,          0,     0.00,          0,     0.00, 0.00199682,   -76.23,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21386065C0,    43.2032,    64.61,    43.2006,  -115.39,          0,     0.00,          0,     0.00, 0.00322417,   102.52,    43.2032,  -115.39,    43.2006,    64.61,          0,     0.00,          0,     0.00, 0.00322417,   -77.48,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21386143C0,    25.6369,    65.05,    25.6354,  -114.95,          0,     0.00,          0,     0.00, 0.00190922,   103.21,    25.6369,  -114.95,    25.6354,    65.05,          0,     0.00,          0,     0.00, 0.00190922,   -76.79,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21386157A0,    38.2958,   -54.17,    38.2936,   125.83,          0,     0.00,          0,     0.00,  0.0028565,   -16.18,    38.2958,   125.83,    38.2936,   -54.17,          0,     0.00,          0,     0.00,  0.0028565,   163.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21386442C0,    65.0241,    69.30,    65.0202,  -110.71,          0,     0.00,          0,     0.00, 0.00486556,   106.91,    65.0241,  -110.70,    65.0202,    69.29,          0,     0.00,          0,     0.00, 0.00486556,   -73.09,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21386552B0,    12.9907,   169.77,    12.9919,   -10.23,          0,     0.00,          0,     0.00, 0.00136687,   -36.38,    12.9907,   -10.23,    12.9919,   169.77,          0,     0.00,          0,     0.00, 0.00136687,   143.62,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21386754A0,    37.7729,   -59.02,     37.775,   120.98,          0,     0.00,          0,     0.00, 0.00278764,    82.13,    37.7729,   120.98,     37.775,   -59.02,          0,     0.00,          0,     0.00, 0.00278764,   -97.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21386771B0,    13.2249,   169.86,    13.2262,   -10.14,          0,     0.00,          0,     0.00, 0.00138369,   -36.45,    13.2249,   -10.14,    13.2262,   169.86,          0,     0.00,          0,     0.00, 0.00138369,   143.55,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21386877A0,    21.8622,   -47.95,    21.8609,   132.04,          0,     0.00,          0,     0.00, 0.00162734,    -9.72,    21.8622,   132.05,    21.8609,   -47.96,          0,     0.00,          0,     0.00, 0.00162734,   170.28,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21386976A0,    22.2532,   -59.13,    22.2545,   120.87,          0,     0.00,          0,     0.00, 0.00164501,    82.09,    22.2532,   120.87,    22.2545,   -59.13,          0,     0.00,          0,     0.00, 0.00164501,   -97.91,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21387206C0,    26.6539,    67.71,    26.6523,  -112.29,          0,     0.00,          0,     0.00, 0.00198543,   105.83,    26.6539,  -112.29,    26.6523,    67.71,          0,     0.00,          0,     0.00, 0.00198543,   -74.17,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21387929C0,    26.8198,    65.65,    26.8182,  -114.35,          0,     0.00,          0,     0.00, 0.00199787,   103.76,    26.8198,  -114.35,    26.8183,    65.65,          0,     0.00,          0,     0.00, 0.00199787,   -76.24,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21388572B0,    21.6159,   169.80,     21.618,   -10.20,          0,     0.00,          0,     0.00, 0.00226515,   -36.48,    21.6159,   -10.20,     21.618,   169.80,          0,     0.00,          0,     0.00, 0.00226515,   143.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21389092B0,    23.2066,   173.10,    23.2087,    -6.91,          0,     0.00,          0,     0.00, 0.00237911,   -33.81,    23.2066,    -6.90,    23.2087,   173.09,          0,     0.00,          0,     0.00, 0.00237911,   146.19,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21389237A0,    37.5519,   -52.74,    37.5497,   127.26,          0,     0.00,          0,     0.00, 0.00280053,   -14.73,    37.5519,   127.26,    37.5497,   -52.74,          0,     0.00,          0,     0.00, 0.00280053,   165.27,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21389307C0,    42.8915,    65.63,     42.889,  -114.37,          0,     0.00,          0,     0.00, 0.00320068,   103.55,    42.8915,  -114.37,     42.889,    65.63,          0,     0.00,          0,     0.00, 0.00320068,   -76.45,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21389761B0,    22.4053,   172.43,    22.4074,    -7.57,          0,     0.00,          0,     0.00, 0.00232167,   -34.16,    22.4053,    -7.57,    22.4074,   172.43,          0,     0.00,          0,     0.00, 0.00232167,   145.84,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21389831A0,    22.4818,   -52.75,    22.4805,   127.25,          0,     0.00,          0,     0.00, 0.00167369,   -14.54,    22.4818,   127.25,    22.4805,   -52.75,          0,     0.00,          0,     0.00, 0.00167369,   165.46,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21389962C0,    26.5452,    66.74,    26.5436,  -113.26,          0,     0.00,          0,     0.00, 0.00197728,   104.86,    26.5452,  -113.26,    26.5436,    66.74,          0,     0.00,          0,     0.00, 0.00197728,   -75.14,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21390038C0,    41.6588,    65.91,    41.6612,  -114.09,          0,     0.00,          0,     0.00, 0.00307159,  -152.96,    41.6588,  -114.09,    41.6612,    65.91,          0,     0.00,          0,     0.00, 0.00307159,    27.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21391094A0,    22.6678,   -56.23,    22.6665,   123.76,          0,     0.00,          0,     0.00, 0.00168761,   -18.03,    22.6679,   123.77,    22.6665,   -56.24,          0,     0.00,          0,     0.00, 0.00168761,   161.97,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21391242B0,    22.4653,   172.49,    22.4674,    -7.51,          0,     0.00,          0,     0.00, 0.00232597,   -34.13,    22.4653,    -7.51,    22.4674,   172.49,          0,     0.00,          0,     0.00, 0.00232597,   145.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21391390B0,    22.4609,   172.49,     22.463,    -7.51,          0,     0.00,          0,     0.00, 0.00232565,   -34.13,    22.4609,    -7.51,     22.463,   172.49,          0,     0.00,          0,     0.00, 0.00232565,   145.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21393412B0,     30.446,   171.99,    30.4485,    -8.01,          0,     0.00,          0,     0.00, 0.00290046,   -37.12,     30.446,    -8.01,    30.4485,   171.99,          0,     0.00,          0,     0.00, 0.00290046,   142.88,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21393454B0,    45.4502,   172.01,    45.4539,    -7.99,          0,     0.00,          0,     0.00, 0.00431209,   -37.24,    45.4502,    -7.99,    45.4539,   172.01,          0,     0.00,          0,     0.00, 0.00431209,   142.76,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21393486C0,    26.2408,    66.04,    26.2392,  -113.97,          0,     0.00,          0,     0.00, 0.00195447,   104.17,    26.2408,  -113.96,    26.2392,    66.03,          0,     0.00,          0,     0.00, 0.00195447,   -75.83,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21393570C0,    26.5309,    65.81,    26.5293,  -114.19,          0,     0.00,          0,     0.00, 0.00197621,   103.93,    26.5309,  -114.19,    26.5293,    65.81,          0,     0.00,          0,     0.00, 0.00197621,   -76.07,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21393643A0,    37.1956,   -59.05,    37.1977,   120.94,          0,     0.00,          0,     0.00, 0.00274504,    82.10,    37.1956,   120.95,    37.1977,   -59.06,          0,     0.00,          0,     0.00, 0.00274504,   -97.90,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21393643B0,    22.6708,   170.14,    22.6729,    -9.86,          0,     0.00,          0,     0.00, 0.00234069,   -36.56,    22.6708,    -9.86,    22.6729,   170.14,          0,     0.00,          0,     0.00, 0.00234069,   143.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21393643C0,    71.6734,    61.29,    71.6691,  -118.71,          0,     0.00,          0,     0.00, 0.00537248,    98.68,    71.6734,  -118.71,    71.6691,    61.29,          0,     0.00,          0,     0.00, 0.00537248,   -81.32,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21395720C0,    26.5979,    67.14,    26.5963,  -112.86,          0,     0.00,          0,     0.00, 0.00198123,   105.26,    26.5979,  -112.86,    26.5963,    67.14,          0,     0.00,          0,     0.00, 0.00198123,   -74.74,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21395962A0,    38.2077,   -56.52,    38.2054,   123.48,          0,     0.00,          0,     0.00, 0.00284987,   -18.53,    38.2077,   123.48,    38.2054,   -56.52,          0,     0.00,          0,     0.00, 0.00284987,   161.47,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21396015A0,    38.3151,   -56.53,    38.3129,   123.47,          0,     0.00,          0,     0.00, 0.00285796,   -18.55,    38.3151,   123.47,    38.3129,   -56.53,          0,     0.00,          0,     0.00, 0.00285796,   161.45,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21396254A0,    22.5865,   -56.03,    22.5852,   123.97,          0,     0.00,          0,     0.00, 0.00168153,   -17.82,    22.5865,   123.97,    22.5852,   -56.03,          0,     0.00,          0,     0.00, 0.00168153,   162.18,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21396331B0,    29.2619,   171.01,    29.2644,    -8.99,          0,     0.00,          0,     0.00, 0.00281494,   -37.80,    29.2619,    -8.99,    29.2644,   171.01,          0,     0.00,          0,     0.00, 0.00281494,   142.20,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21396606C0,    44.3946,    67.77,     44.392,  -112.23,          0,     0.00,          0,     0.00, 0.00331404,   105.64,    44.3946,  -112.23,     44.392,    67.77,          0,     0.00,          0,     0.00, 0.00331404,   -74.36,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21396699B0,    21.5875,   169.23,    21.5895,   -10.77,          0,     0.00,          0,     0.00, 0.00226311,   -37.03,    21.5875,   -10.77,    21.5895,   169.23,          0,     0.00,          0,     0.00, 0.00226311,   142.97,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21396796B0,    21.5868,   169.23,    21.5888,   -10.77,          0,     0.00,          0,     0.00, 0.00226307,   -37.03,    21.5868,   -10.77,    21.5888,   169.23,          0,     0.00,          0,     0.00, 0.00226307,   142.97,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21396815C0,      27.78,    61.17,    27.7783,  -118.83,          0,     0.00,          0,     0.00, 0.00206987,    99.24,      27.78,  -118.83,    27.7784,    61.17,          0,     0.00,          0,     0.00, 0.00206987,   -80.76,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21396867A0,    37.5428,   -59.42,    37.5449,   120.58,          0,     0.00,          0,     0.00, 0.00277066,    81.74,    37.5428,   120.58,    37.5449,   -59.42,          0,     0.00,          0,     0.00, 0.00277066,   -98.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21396959A0,    37.5518,   -59.40,    37.5539,   120.59,          0,     0.00,          0,     0.00, 0.00277132,    81.75,    37.5518,   120.60,    37.5539,   -59.41,          0,     0.00,          0,     0.00, 0.00277132,   -98.25,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21397005A0,    56.1868,   -59.39,      56.19,   120.61,          0,     0.00,          0,     0.00, 0.00413809,    81.69,    56.1868,   120.61,      56.19,   -59.39,          0,     0.00,          0,     0.00, 0.00413809,   -98.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21397029A0,    37.5495,   -59.40,    37.5517,   120.59,          0,     0.00,          0,     0.00, 0.00277116,    81.75,    37.5495,   120.60,    37.5517,   -59.41,          0,     0.00,          0,     0.00, 0.00277116,   -98.25,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21397067A0,    22.6434,   -59.24,    22.6447,   120.75,          0,     0.00,          0,     0.00, 0.00167385,    81.97,    22.6434,   120.76,    22.6447,   -59.25,          0,     0.00,          0,     0.00, 0.00167385,   -98.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21397121C0,    27.8661,    61.14,    27.8645,  -118.86,          0,     0.00,          0,     0.00, 0.00207634,    99.20,    27.8661,  -118.86,    27.8645,    61.14,          0,     0.00,          0,     0.00, 0.00207634,   -80.80,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21397304A0,    22.3741,   -59.52,    22.3753,   120.48,          0,     0.00,          0,     0.00, 0.00165394,    81.69,    22.3741,   120.48,    22.3753,   -59.52,          0,     0.00,          0,     0.00, 0.00165394,   -98.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21397544A0,    22.3268,   -59.09,    22.3281,   120.91,          0,     0.00,          0,     0.00, 0.00165045,    82.12,    22.3268,   120.91,    22.3281,   -59.09,          0,     0.00,          0,     0.00, 0.00165045,   -97.88,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX21397645A0,    37.1632,   -59.08,    37.1654,   120.92,          0,     0.00,          0,     0.00, 0.00274265,    82.07,    37.1632,   120.92,    37.1654,   -59.08,          0,     0.00,          0,     0.00, 0.00274265,   -97.93,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
