Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3, Node4, Magnitude4, Angle4, pu4
"SX3216338B", 0.208, 1,    62.0392, -176.6,   0.51661, 2,    62.0427,    3.4,   0.51664, 0, 0, 0, 0, 0, 0, 0, 0
"SX2691938B", 0.208, 1,    62.0481, -176.6,   0.51669, 2,    62.0517,    3.4,   0.51671, 0, 0, 0, 0, 0, 0, 0, 0
"SX2673326B", 0.208, 1,    62.1807, -176.6,   0.51779, 2,    62.1843,    3.4,   0.51782, 0, 0, 0, 0, 0, 0, 0, 0
"SX3251806B", 0.208, 1,    62.1966, -176.6,   0.51792, 2,    62.2001,    3.4,   0.51795, 0, 0, 0, 0, 0, 0, 0, 0
"SX3160108B", 0.208, 1,    61.9082, -176.6,   0.51552, 2,    61.9117,    3.4,   0.51555, 0, 0, 0, 0, 0, 0, 0, 0
"SX2841624B", 0.208, 1,    62.1843, -176.6,   0.51782, 2,    62.1878,    3.4,   0.51785, 0, 0, 0, 0, 0, 0, 0, 0
"SX2729409B", 0.208, 1,    62.0587, -176.6,   0.51677, 2,    62.0622,    3.4,    0.5168, 0, 0, 0, 0, 0, 0, 0, 0
"SX3029510B", 0.208, 1,    62.1894, -176.6,   0.51786, 2,    62.1929,    3.4,   0.51789, 0, 0, 0, 0, 0, 0, 0, 0
"SX2991927B", 0.208, 1,    62.0646, -176.6,   0.51682, 2,    62.0681,    3.4,   0.51685, 0, 0, 0, 0, 0, 0, 0, 0
"SX2954338B", 0.208, 1,    62.2015, -176.6,   0.51796, 2,     62.205,    3.4,   0.51799, 0, 0, 0, 0, 0, 0, 0, 0
"SX3197634B", 0.208, 1,    62.7019, -176.4,   0.52213, 2,    62.7055,    3.6,   0.52216, 0, 0, 0, 0, 0, 0, 0, 0
"SX2729408B", 0.208, 1,    62.8547, -176.5,    0.5234, 2,    62.8582,    3.5,   0.52343, 0, 0, 0, 0, 0, 0, 0, 0
"SX2991909A", 0.208, 1,    130.504,  -45.4,    1.0867, 2,    130.511,  134.6,    1.0868, 0, 0, 0, 0, 0, 0, 0, 0
"SX3085398B", 0.208, 1,    62.8428, -176.5,    0.5233, 2,    62.8464,    3.5,   0.52333, 0, 0, 0, 0, 0, 0, 0, 0
"SX2673314C", 0.208, 1,    111.847,   75.1,   0.93137, 2,    111.854, -104.9,   0.93143, 0, 0, 0, 0, 0, 0, 0, 0
"SX3122817C", 0.208, 1,    111.711,   75.1,   0.93023, 2,    111.717, -104.9,   0.93029, 0, 0, 0, 0, 0, 0, 0, 0
"SX3160102B", 0.208, 1,    62.7363, -176.5,   0.52242, 2,    62.7399,    3.5,   0.52245, 0, 0, 0, 0, 0, 0, 0, 0
"SX2822871B", 0.208, 1,    63.1286, -176.4,   0.52568, 2,    63.1322,    3.6,   0.52571, 0, 0, 0, 0, 0, 0, 0, 0
"SX2876813A", 0.208, 1,    130.841,  -45.2,    1.0895, 2,    130.849,  134.8,    1.0896, 0, 0, 0, 0, 0, 0, 0, 0
"SX2952013A", 0.208, 1,    131.057,  -45.3,    1.0913, 2,    131.064,  134.7,    1.0914, 0, 0, 0, 0, 0, 0, 0, 0
"SX2916598A", 0.208, 1,    131.288,  -45.2,    1.0933, 2,    131.296,  134.8,    1.0933, 0, 0, 0, 0, 0, 0, 0, 0
"SX3048212A", 0.208, 1,    131.289,  -45.2,    1.0933, 2,    131.296,  134.8,    1.0933, 0, 0, 0, 0, 0, 0, 0, 0
"SX2691973A", 0.208, 1,    131.167,  -45.2,    1.0922, 2,    131.175,  134.8,    1.0923, 0, 0, 0, 0, 0, 0, 0, 0
"SX2954357A", 0.208, 1,    130.671,  -45.2,    1.0881, 2,    130.679,  134.8,    1.0882, 0, 0, 0, 0, 0, 0, 0, 0
"SX2841639A", 0.208, 1,     131.09,  -45.2,    1.0916, 2,    131.097,  134.8,    1.0917, 0, 0, 0, 0, 0, 0, 0, 0
"SX2804262A", 0.208, 1,    131.348,  -45.2,    1.0938, 2,    131.356,  134.8,    1.0938, 0, 0, 0, 0, 0, 0, 0, 0
"SX2973165A", 0.208, 1,    131.162,  -45.2,    1.0922, 2,     131.17,  134.8,    1.0923, 0, 0, 0, 0, 0, 0, 0, 0
"SX2785529C", 0.208, 1,    112.062,   75.2,   0.93316, 2,    112.069, -104.8,   0.93321, 0, 0, 0, 0, 0, 0, 0, 0
"SX3197646B", 0.208, 1,    63.2016, -176.4,   0.52629, 2,    63.2052,    3.6,   0.52632, 0, 0, 0, 0, 0, 0, 0, 0
"SX3141389A", 0.208, 1,     131.01,  -45.2,    1.0909, 2,    131.018,  134.8,     1.091, 0, 0, 0, 0, 0, 0, 0, 0
"SX3197618A", 0.208, 1,    131.009,  -45.2,    1.0909, 2,    131.017,  134.8,     1.091, 0, 0, 0, 0, 0, 0, 0, 0
"SX2691936A", 0.208, 1,     131.02,  -45.2,     1.091, 2,    131.027,  134.8,    1.0911, 0, 0, 0, 0, 0, 0, 0, 0
"SX3216336A", 0.208, 1,     130.81,  -45.2,    1.0893, 2,    130.818,  134.8,    1.0893, 0, 0, 0, 0, 0, 0, 0, 0
"SX3216337A", 0.208, 1,    131.036,  -45.2,    1.0912, 2,    131.044,  134.8,    1.0912, 0, 0, 0, 0, 0, 0, 0, 0
"SX2841615A", 0.208, 1,    131.045,  -45.2,    1.0912, 2,    131.053,  134.8,    1.0913, 0, 0, 0, 0, 0, 0, 0, 0
"SX2954348A", 0.208, 1,    130.843,  -45.2,    1.0896, 2,    130.851,  134.8,    1.0896, 0, 0, 0, 0, 0, 0, 0, 0
"SX3235249A", 0.208, 1,    131.195,  -45.2,    1.0925, 2,    131.202,  134.8,    1.0925, 0, 0, 0, 0, 0, 0, 0, 0
"SX2916599A", 0.208, 1,    130.897,  -45.2,      1.09, 2,    130.904,  134.8,    1.0901, 0, 0, 0, 0, 0, 0, 0, 0
"SX3122816B", 0.208, 1,    62.8184, -176.4,    0.5231, 2,     62.822,    3.6,   0.52313, 0, 0, 0, 0, 0, 0, 0, 0
"SX3160103C", 0.208, 1,     111.31,   75.0,   0.92689, 2,    111.316, -105.0,   0.92695, 0, 0, 0, 0, 0, 0, 0, 0
"SX2935556B", 0.208, 1,    62.6862, -176.4,     0.522, 2,    62.6898,    3.6,   0.52203, 0, 0, 0, 0, 0, 0, 0, 0
"SX3104124B", 0.208, 1,    62.8173, -176.4,   0.52309, 2,    62.8208,    3.6,   0.52312, 0, 0, 0, 0, 0, 0, 0, 0
"SX2970804C", 0.208, 1,    120.923,   83.3,    1.0069, 2,     120.93,  -96.7,     1.007, 0, 0, 0, 0, 0, 0, 0, 0
"SX3176661C", 0.208, 1,    121.309,   83.3,    1.0102, 2,    121.316,  -96.7,    1.0102, 0, 0, 0, 0, 0, 0, 0, 0
"SX3048937C", 0.208, 1,    121.187,   83.3,    1.0091, 2,    121.194,  -96.7,    1.0092, 0, 0, 0, 0, 0, 0, 0, 0
"SX2804957C", 0.208, 1,    121.317,   83.3,    1.0102, 2,    121.324,  -96.7,    1.0103, 0, 0, 0, 0, 0, 0, 0, 0
"SX2767343C", 0.208, 1,    120.619,   83.3,    1.0044, 2,    120.627,  -96.7,    1.0045, 0, 0, 0, 0, 0, 0, 0, 0
"SX3179608C", 0.208, 1,    119.613,   77.4,   0.99604, 2,     119.62, -102.6,    0.9961, 0, 0, 0, 0, 0, 0, 0, 0
"SX3086002C", 0.208, 1,    119.951,   77.4,   0.99885, 2,    119.958, -102.6,   0.99891, 0, 0, 0, 0, 0, 0, 0, 0
"SX2842330C", 0.208, 1,     119.96,   77.4,   0.99892, 2,    119.967, -102.6,   0.99898, 0, 0, 0, 0, 0, 0, 0, 0
"SX3235945C", 0.208, 1,    119.966,   77.4,   0.99898, 2,    119.973, -102.6,   0.99904, 0, 0, 0, 0, 0, 0, 0, 0
"SX2955006C", 0.208, 1,    119.986,   77.4,   0.99915, 2,    119.993, -102.6,   0.99921, 0, 0, 0, 0, 0, 0, 0, 0
"SX2692600C", 0.208, 1,    119.984,   77.4,   0.99913, 2,    119.992, -102.6,   0.99919, 0, 0, 0, 0, 0, 0, 0, 0
"SX3235946A", 0.208, 1,    118.711,  -40.7,   0.98852, 2,    118.718,  139.3,   0.98858, 0, 0, 0, 0, 0, 0, 0, 0
"SX3011229A", 0.208, 1,    118.879,  -40.8,   0.98993, 2,    118.886,  139.2,   0.98998, 0, 0, 0, 0, 0, 0, 0, 0
"SX2767342A", 0.208, 1,    118.631,  -40.8,   0.98786, 2,    118.638,  139.2,   0.98792, 0, 0, 0, 0, 0, 0, 0, 0
"SX2748780A", 0.208, 1,    118.618,  -40.8,   0.98775, 2,    118.625,  139.2,   0.98781, 0, 0, 0, 0, 0, 0, 0, 0
"SX2823544A", 0.208, 1,    118.602,  -40.8,   0.98762, 2,    118.609,  139.2,   0.98768, 0, 0, 0, 0, 0, 0, 0, 0
"SX3195321A", 0.208, 1,    118.823,  -40.8,   0.98946, 2,     118.83,  139.2,   0.98952, 0, 0, 0, 0, 0, 0, 0, 0
"SX2823545A", 0.208, 1,    118.566,  -40.8,   0.98732, 2,    118.573,  139.2,   0.98738, 0, 0, 0, 0, 0, 0, 0, 0
"SX3101782A", 0.208, 1,    118.285,  -40.7,   0.98498, 2,    118.292,  139.3,   0.98504, 0, 0, 0, 0, 0, 0, 0, 0
"SX2936214A", 0.208, 1,    119.193,  -40.3,   0.99254, 2,      119.2,  139.7,    0.9926, 0, 0, 0, 0, 0, 0, 0, 0
"SX3142049C", 0.208, 1,    119.772,   77.8,   0.99736, 2,    119.779, -102.2,   0.99742, 0, 0, 0, 0, 0, 0, 0, 0
"SX2804956A", 0.208, 1,    119.192,  -40.3,   0.99253, 2,    119.199,  139.7,   0.99259, 0, 0, 0, 0, 0, 0, 0, 0
"SX2730106C", 0.208, 1,    119.535,   77.9,   0.99539, 2,    119.542, -102.1,   0.99545, 0, 0, 0, 0, 0, 0, 0, 0
"SX2936212A", 0.208, 1,     119.39,  -40.1,   0.99418, 2,    119.397,  139.9,   0.99424, 0, 0, 0, 0, 0, 0, 0, 0
"SX3029495B", 0.208, 1,    71.9434, -175.4,   0.59908, 2,    71.9475,    4.6,   0.59912, 0, 0, 0, 0, 0, 0, 0, 0
"SX2804247B", 0.208, 1,    71.7823, -175.3,   0.59774, 2,    71.7864,    4.7,   0.59778, 0, 0, 0, 0, 0, 0, 0, 0
"SX3104115B", 0.208, 1,    72.0306, -175.4,   0.59981, 2,    72.0347,    4.6,   0.59985, 0, 0, 0, 0, 0, 0, 0, 0
"SX2954339B", 0.208, 1,    71.7923, -175.3,   0.59783, 2,    71.7964,    4.7,   0.59786, 0, 0, 0, 0, 0, 0, 0, 0
"SX3048200B", 0.208, 1,    72.0256, -175.4,   0.59977, 2,    72.0297,    4.6,    0.5998, 0, 0, 0, 0, 0, 0, 0, 0
"SX3216339B", 0.208, 1,    71.7766, -175.3,    0.5977, 2,    71.7807,    4.7,   0.59773, 0, 0, 0, 0, 0, 0, 0, 0
"SX3048201B", 0.208, 1,    71.7766, -175.3,    0.5977, 2,    71.7807,    4.7,   0.59773, 0, 0, 0, 0, 0, 0, 0, 0
"SX3141390B", 0.208, 1,    71.8604, -175.3,   0.59839, 2,    71.8645,    4.7,   0.59843, 0, 0, 0, 0, 0, 0, 0, 0
"SX2710537B", 0.208, 1,    71.8349, -175.3,   0.59818, 2,    71.8389,    4.7,   0.59821, 0, 0, 0, 0, 0, 0, 0, 0
"SX2673300B", 0.208, 1,    71.8646, -175.3,   0.59843, 2,    71.8687,    4.7,   0.59846, 0, 0, 0, 0, 0, 0, 0, 0
"SX3085388B", 0.208, 1,    72.0985, -175.3,   0.60038, 2,    72.1026,    4.6,   0.60041, 0, 0, 0, 0, 0, 0, 0, 0
"SX2822859B", 0.208, 1,    71.8665, -175.3,   0.59844, 2,    71.8706,    4.7,   0.59848, 0, 0, 0, 0, 0, 0, 0, 0
"SX2991902B", 0.208, 1,    71.9013, -175.3,   0.59873, 2,    71.9054,    4.7,   0.59877, 0, 0, 0, 0, 0, 0, 0, 0
"SX2991918B", 0.208, 1,    71.9391, -175.3,   0.59905, 2,    71.9431,    4.7,   0.59908, 0, 0, 0, 0, 0, 0, 0, 0
"SX2897764B", 0.208, 1,    71.9366, -175.3,   0.59903, 2,    71.9407,    4.7,   0.59906, 0, 0, 0, 0, 0, 0, 0, 0
"SX2860488B", 0.208, 1,    71.9643, -175.3,   0.59926, 2,    71.9684,    4.7,   0.59929, 0, 0, 0, 0, 0, 0, 0, 0
"SX2804260B", 0.208, 1,    72.1497, -175.3,    0.6008, 2,    72.1538,    4.7,   0.60084, 0, 0, 0, 0, 0, 0, 0, 0
"SX2973163B", 0.208, 1,    72.4427, -175.3,   0.60324, 2,    72.4468,    4.7,   0.60328, 0, 0, 0, 0, 0, 0, 0, 0
"SX3104130B", 0.208, 1,    72.3819, -175.2,   0.60274, 2,     72.386,    4.8,   0.60277, 0, 0, 0, 0, 0, 0, 0, 0
"SX2879079B", 0.208, 1,    72.5854, -175.2,   0.60443, 2,    72.5896,    4.8,   0.60447, 0, 0, 0, 0, 0, 0, 0, 0
"SX2991917B", 0.208, 1,    72.7395, -175.2,   0.60571, 2,    72.7436,    4.8,   0.60575, 0, 0, 0, 0, 0, 0, 0, 0
"SX2841636B", 0.208, 1,    72.7234, -175.2,   0.60558, 2,    72.7275,    4.8,   0.60561, 0, 0, 0, 0, 0, 0, 0, 0
"SX3085389B", 0.208, 1,    71.8139, -175.3,   0.59801, 2,     71.818,    4.7,   0.59804, 0, 0, 0, 0, 0, 0, 0, 0
"SX2673319C", 0.208, 1,    110.081,   75.3,   0.91666, 2,    110.088, -104.7,   0.91672, 0, 0, 0, 0, 0, 0, 0, 0
"SX2841631C", 0.208, 1,    109.831,   75.3,   0.91458, 2,    109.837, -104.7,   0.91463, 0, 0, 0, 0, 0, 0, 0, 0
"SX3216350A", 0.208, 1,    129.208,  -45.0,    1.0759, 2,    129.216,  135.0,     1.076, 0, 0, 0, 0, 0, 0, 0, 0
"SX3141402C", 0.208, 1,    109.824,   75.3,   0.91452, 2,    109.831, -104.7,   0.91458, 0, 0, 0, 0, 0, 0, 0, 0
"SX3197642C", 0.208, 1,    110.135,   75.3,   0.91711, 2,    110.141, -104.7,   0.91716, 0, 0, 0, 0, 0, 0, 0, 0
"SX2691952A", 0.208, 1,    129.429,  -45.0,    1.0778, 2,    129.436,  135.0,    1.0778, 0, 0, 0, 0, 0, 0, 0, 0
"SX2879081A", 0.208, 1,     129.44,  -45.0,    1.0779, 2,    129.448,  135.0,    1.0779, 0, 0, 0, 0, 0, 0, 0, 0
"SX2785530A", 0.208, 1,    129.565,  -45.0,    1.0789, 2,    129.572,  135.0,     1.079, 0, 0, 0, 0, 0, 0, 0, 0
"SX2766723A", 0.208, 1,     129.23,  -45.0,    1.0761, 2,    129.238,  135.0,    1.0762, 0, 0, 0, 0, 0, 0, 0, 0
"SX3122822A", 0.208, 1,    129.228,  -45.0,    1.0761, 2,    129.235,  135.0,    1.0762, 0, 0, 0, 0, 0, 0, 0, 0
"SX2766747A", 0.208, 1,    129.476,  -45.4,    1.0782, 2,    129.484,  134.6,    1.0782, 0, 0, 0, 0, 0, 0, 0, 0
"SX2858163A", 0.208, 1,    129.714,  -45.4,    1.0801, 2,    129.721,  134.5,    1.0802, 0, 0, 0, 0, 0, 0, 0, 0
"SX3216346A", 0.208, 1,    129.734,  -45.4,    1.0803, 2,    129.742,  134.6,    1.0804, 0, 0, 0, 0, 0, 0, 0, 0
"SX3029500A", 0.208, 1,    129.516,  -45.4,    1.0785, 2,    129.523,  134.6,    1.0786, 0, 0, 0, 0, 0, 0, 0, 0
"SX3156034A", 0.208, 1,    129.866,  -45.5,    1.0814, 2,    129.873,  134.5,    1.0815, 0, 0, 0, 0, 0, 0, 0, 0
"SX3066821A", 0.208, 1,    129.537,  -45.4,    1.0787, 2,    129.545,  134.6,    1.0787, 0, 0, 0, 0, 0, 0, 0, 0
"SX2748140A", 0.208, 1,    129.533,  -45.4,    1.0786, 2,     129.54,  134.6,    1.0787, 0, 0, 0, 0, 0, 0, 0, 0
"SX3141412A", 0.208, 1,    129.747,  -45.4,    1.0804, 2,    129.755,  134.6,    1.0805, 0, 0, 0, 0, 0, 0, 0, 0
"SX2991915B", 0.208, 1,    60.6388, -176.3,   0.50495, 2,    60.6423,    3.7,   0.50498, 0, 0, 0, 0, 0, 0, 0, 0
"SX2673320B", 0.208, 1,     60.637, -176.3,   0.50493, 2,    60.6405,    3.7,   0.50496, 0, 0, 0, 0, 0, 0, 0, 0
"SX2841634B", 0.208, 1,    60.4862, -176.3,   0.50368, 2,    60.4897,    3.7,   0.50371, 0, 0, 0, 0, 0, 0, 0, 0
"SX2766720A", 0.208, 1,    130.291,  -45.4,     1.085, 2,    130.299,  134.6,     1.085, 0, 0, 0, 0, 0, 0, 0, 0
"SX3235254C", 0.208, 1,    112.383,   75.2,   0.93583, 2,    112.389, -104.8,   0.93588, 0, 0, 0, 0, 0, 0, 0, 0
"SX2935566C", 0.208, 1,    117.981,   76.2,   0.98245, 2,    117.988, -103.8,   0.98251, 0, 0, 0, 0, 0, 0, 0, 0
"SX3141393C", 0.208, 1,    118.559,   76.6,   0.98726, 2,    118.566, -103.4,   0.98732, 0, 0, 0, 0, 0, 0, 0, 0
"SX3030204A", 0.208, 1,    125.376,  -33.6,     1.044, 2,    125.383,  146.4,    1.0441, 0, 0, 0, 0, 0, 0, 0, 0
"SX3160868B", 0.208, 1,     62.768, -173.4,   0.52268, 2,    62.7716,    6.6,   0.52271, 0, 0, 0, 0, 0, 0, 0, 0
"SX2785524C", 0.208, 1,    118.209,   81.8,   0.98434, 2,    118.216,  -98.2,    0.9844, 0, 0, 0, 0, 0, 0, 0, 0
"SX3235268C", 0.208, 1,    109.766,   74.9,   0.91404, 2,    109.773, -105.1,    0.9141, 0, 0, 0, 0, 0, 0, 0, 0
"SX3122825A", 0.208, 1,    117.652,  -42.5,   0.97971, 2,    117.659,  137.5,   0.97976, 0, 0, 0, 0, 0, 0, 0, 0
"SX2991920A", 0.208, 1,    118.167,  -42.5,   0.98399, 2,    118.173,  137.5,   0.98405, 0, 0, 0, 0, 0, 0, 0, 0
"SX2973146B", 0.208, 1,    62.0382, -176.6,    0.5166, 2,    62.0417,    3.4,   0.51663, 0, 0, 0, 0, 0, 0, 0, 0
"SX2935568B", 0.208, 1,    61.2193, -176.7,   0.50978, 2,    61.2228,    3.3,   0.50981, 0, 0, 0, 0, 0, 0, 0, 0
"SX2814529A", 0.208, 1,    128.773,  -45.0,    1.0723, 2,     128.78,  135.0,    1.0724, 0, 0, 0, 0, 0, 0, 0, 0
"SX2814529B", 0.208, 1,    62.7936, -175.7,   0.52289, 2,    62.7971,    4.3,   0.52292, 0, 0, 0, 0, 0, 0, 0, 0
"SX2814529C", 0.208, 1,    109.342,   75.4,   0.91051, 2,    109.348, -104.6,   0.91056, 0, 0, 0, 0, 0, 0, 0, 0
"SX3122818C", 0.208, 1,    111.276,   75.1,   0.92661, 2,    111.282, -104.9,   0.92666, 0, 0, 0, 0, 0, 0, 0, 0
"SX3048209B", 0.208, 1,     60.636, -176.3,   0.50493, 2,    60.6395,    3.7,   0.50495, 0, 0, 0, 0, 0, 0, 0, 0
"SX2841628A", 0.208, 1,    117.472,  -40.9,   0.97821, 2,    117.479,  139.1,   0.97827, 0, 0, 0, 0, 0, 0, 0, 0
"SX2673316A", 0.208, 1,    117.821,  -40.9,   0.98111, 2,    117.827,  139.1,   0.98117, 0, 0, 0, 0, 0, 0, 0, 0
"SX2748143A", 0.208, 1,    128.901,  -43.0,    1.0734, 2,    128.908,  137.0,    1.0734, 0, 0, 0, 0, 0, 0, 0, 0
"SX2860477A", 0.208, 1,    131.009,  -45.2,    1.0909, 2,    131.016,  134.8,     1.091, 0, 0, 0, 0, 0, 0, 0, 0
"SX3066811B", 0.208, 1,    61.3352, -176.7,   0.51075, 2,    61.3387,    3.3,   0.51078, 0, 0, 0, 0, 0, 0, 0, 0
"SX2954352C", 0.208, 1,     118.22,   81.9,   0.98444, 2,    118.227,  -98.1,    0.9845, 0, 0, 0, 0, 0, 0, 0, 0
"SX3160864B", 0.208, 1,    62.7837, -173.5,   0.52281, 2,    62.7873,    6.5,   0.52284, 0, 0, 0, 0, 0, 0, 0, 0
"SX3085401A", 0.208, 1,    132.804,  -44.5,    1.1059, 2,    132.811,  135.5,    1.1059, 0, 0, 0, 0, 0, 0, 0, 0
"SX2766744B", 0.208, 1,    62.5662, -176.3,     0.521, 2,    62.5698,    3.7,   0.52103, 0, 0, 0, 0, 0, 0, 0, 0
"SX2804259A", 0.208, 1,    118.049,  -42.5,   0.98302, 2,    118.056,  137.5,   0.98307, 0, 0, 0, 0, 0, 0, 0, 0
"SX2860486C", 0.208, 1,    117.824,   81.8,   0.98114, 2,    117.831,  -98.2,    0.9812, 0, 0, 0, 0, 0, 0, 0, 0
"SX2785522B", 0.208, 1,    62.5619, -176.3,   0.52096, 2,    62.5655,    3.7,   0.52099, 0, 0, 0, 0, 0, 0, 0, 0
"SX2897766C", 0.208, 1,    117.698,   79.8,   0.98009, 2,    117.705, -100.2,   0.98015, 0, 0, 0, 0, 0, 0, 0, 0
"SX3048889C", 0.208, 1,      121.2,   83.3,    1.0093, 2,    121.207,  -96.7,    1.0093, 0, 0, 0, 0, 0, 0, 0, 0
"SX3048890C", 0.208, 1,    121.246,   83.3,    1.0096, 2,    121.254,  -96.7,    1.0097, 0, 0, 0, 0, 0, 0, 0, 0
"SX2991921C", 0.208, 1,    117.249,   81.1,   0.97635, 2,    117.256,  -98.9,   0.97641, 0, 0, 0, 0, 0, 0, 0, 0
"SX3011293A", 0.208, 1,     126.15,  -31.9,    1.0505, 2,    126.157,  148.1,    1.0505, 0, 0, 0, 0, 0, 0, 0, 0
"SX3011293B", 0.208, 1,     52.988, -178.9,   0.44124, 2,     52.991,    1.1,   0.44126, 0, 0, 0, 0, 0, 0, 0, 0
"SX3011293C", 0.208, 1,     129.99,   79.4,    1.0824, 2,    129.998, -100.6,    1.0825, 0, 0, 0, 0, 0, 0, 0, 0
"SX3123509C", 0.208, 1,    130.862,   79.3,    1.0897, 2,     130.87, -100.7,    1.0898, 0, 0, 0, 0, 0, 0, 0, 0
"SX2841620B", 0.208, 1,    74.4018, -175.0,   0.61956, 2,    74.4061,    5.0,   0.61959, 0, 0, 0, 0, 0, 0, 0, 0
"SX2991929B", 0.208, 1,    62.7326, -176.4,   0.52238, 2,    62.7362,    3.6,   0.52241, 0, 0, 0, 0, 0, 0, 0, 0
"SX3160793C", 0.208, 1,    120.829,   78.3,    1.0062, 2,    120.836, -101.7,    1.0062, 0, 0, 0, 0, 0, 0, 0, 0
"SX2691946B", 0.208, 1,    76.8526, -173.9,   0.63996, 2,     76.857,    6.1,      0.64, 0, 0, 0, 0, 0, 0, 0, 0
"SX2991940C", 0.208, 1,    118.111,   79.8,   0.98353, 2,    118.118, -100.2,   0.98359, 0, 0, 0, 0, 0, 0, 0, 0
"SX3197636B", 0.208, 1,     61.292, -176.1,   0.51039, 2,    61.2955,    3.9,   0.51042, 0, 0, 0, 0, 0, 0, 0, 0
"SX2991905A", 0.208, 1,    131.081,  -44.9,    1.0915, 2,    131.089,  135.1,    1.0916, 0, 0, 0, 0, 0, 0, 0, 0
"SX3141395C", 0.208, 1,    110.157,   74.6,   0.91729, 2,    110.163, -105.4,   0.91735, 0, 0, 0, 0, 0, 0, 0, 0
"SX2748135A", 0.208, 1,    118.054,  -42.5,   0.98306, 2,    118.061,  137.5,   0.98312, 0, 0, 0, 0, 0, 0, 0, 0
"SX2729412A", 0.208, 1,      118.1,  -42.5,   0.98344, 2,    118.107,  137.5,    0.9835, 0, 0, 0, 0, 0, 0, 0, 0
"SX2839305A", 0.208, 1,    124.318,  -35.1,    1.0352, 2,    124.325,  144.9,    1.0353, 0, 0, 0, 0, 0, 0, 0, 0
"SX3160123A", 0.208, 1,    131.658,  -44.9,    1.0963, 2,    131.666,  135.1,    1.0964, 0, 0, 0, 0, 0, 0, 0, 0
"SX2822861A", 0.208, 1,    131.391,  -44.9,    1.0941, 2,    131.398,  135.1,    1.0942, 0, 0, 0, 0, 0, 0, 0, 0
"SX2841616A", 0.208, 1,    131.385,  -44.9,    1.0941, 2,    131.393,  135.1,    1.0941, 0, 0, 0, 0, 0, 0, 0, 0
"SX3122812B", 0.208, 1,    61.4777, -176.1,   0.51193, 2,    61.4811,    3.9,   0.51196, 0, 0, 0, 0, 0, 0, 0, 0
"SX2897771B", 0.208, 1,    65.8756, -172.1,   0.54856, 2,    65.8793,    7.9,   0.54859, 0, 0, 0, 0, 0, 0, 0, 0
"SX3178973A", 0.208, 1,    131.605,  -44.7,    1.0959, 2,    131.613,  135.3,     1.096, 0, 0, 0, 0, 0, 0, 0, 0
"SX3141411C", 0.208, 1,    108.333,   75.4,   0.90211, 2,     108.34, -104.6,   0.90216, 0, 0, 0, 0, 0, 0, 0, 0
"SX2710518A", 0.208, 1,    129.206,  -45.0,    1.0759, 2,    129.214,  135.0,     1.076, 0, 0, 0, 0, 0, 0, 0, 0
"SX3085391B", 0.208, 1,    61.0901, -176.1,   0.50871, 2,    61.0935,    3.9,   0.50874, 0, 0, 0, 0, 0, 0, 0, 0
"SX2955076A", 0.208, 1,    123.019,  -36.7,    1.0244, 2,    123.026,  143.3,    1.0245, 0, 0, 0, 0, 0, 0, 0, 0
"SX2729430B", 0.208, 1,    62.4302, -176.5,   0.51987, 2,    62.4337,    3.5,    0.5199, 0, 0, 0, 0, 0, 0, 0, 0
"SX3142079B", 0.208, 1,    64.0348, -172.9,   0.53323, 2,    64.0385,    7.1,   0.53326, 0, 0, 0, 0, 0, 0, 0, 0
"SX2955055B", 0.208, 1,    63.9011, -172.9,   0.53211, 2,    63.9047,    7.1,   0.53215, 0, 0, 0, 0, 0, 0, 0, 0
"SX2879753B", 0.208, 1,    63.9008, -172.9,   0.53211, 2,    63.9045,    7.1,   0.53214, 0, 0, 0, 0, 0, 0, 0, 0
"SX2842390C", 0.208, 1,    118.516,   79.9,    0.9869, 2,    118.523, -100.1,   0.98696, 0, 0, 0, 0, 0, 0, 0, 0
"SX2710511A", 0.208, 1,    132.005,  -44.7,    1.0992, 2,    132.013,  135.3,    1.0993, 0, 0, 0, 0, 0, 0, 0, 0
"SX2766719A", 0.208, 1,    132.003,  -44.7,    1.0992, 2,    132.011,  135.3,    1.0993, 0, 0, 0, 0, 0, 0, 0, 0
"SX3160117B", 0.208, 1,     61.256, -176.7,   0.51009, 2,    61.2595,    3.3,   0.51012, 0, 0, 0, 0, 0, 0, 0, 0
"SX2897790C", 0.208, 1,    117.984,   76.2,   0.98247, 2,     117.99, -103.8,   0.98253, 0, 0, 0, 0, 0, 0, 0, 0
"SX3066817A", 0.208, 1,    128.659,  -45.0,    1.0714, 2,    128.666,  135.0,    1.0714, 0, 0, 0, 0, 0, 0, 0, 0
"SX2841641B", 0.208, 1,    63.1962, -176.4,   0.52624, 2,    63.1998,    3.6,   0.52628, 0, 0, 0, 0, 0, 0, 0, 0
"SX2674027B", 0.208, 1,    60.3865, -175.4,   0.50285, 2,    60.3899,    4.6,   0.50288, 0, 0, 0, 0, 0, 0, 0, 0
"SX3010557A", 0.208, 1,    130.122,  -41.8,    1.0835, 2,    130.129,  138.1,    1.0836, 0, 0, 0, 0, 0, 0, 0, 0
"SX3235242C", 0.208, 1,    118.567,   76.6,   0.98733, 2,    118.574, -103.4,   0.98738, 0, 0, 0, 0, 0, 0, 0, 0
